x_0	x_1	x_2
-5.49733609984008	-2.5351116599299	3.11461345994093
-4.41389740854089	-1.99090306149157	3.72773858187402
-3.5139998175397	-1.73955988218567	4.12726752785512
-2.48511047888853	-1.65687708763898	4.59860498830768
-1.45818121956744	-1.3227696962942	5.41614451877957
-0.322288651277029	-0.863289848975539	5.74592112549915
0.810752188786178	-0.387750174199924	5.68973670419224
1.80979222063036	0.0793746530583967	5.10585226539408
2.39727586674632	0.574502047793937	4.18747227940301
2.98259863362516	1.59984402215288	3.31473474410459
2.87068741353996	1.50324148551806	2.01013980300971
2.94309333740579	2.23416342241133	1.02964252010769
2.69171621006604	3.00994674362598	0.47861492277688
2.64797837256182	3.80441627817162	-0.4308100300851
2.30564634503778	4.67377496962798	-1.25464460461703
1.9067112533746	5.52942108053818	-1.75724510169981
1.06548754978845	6.41742499812996	-2.44278457385061
0.177714598427108	7.14822093476213	-1.87851341428799
-0.266529560806263	8.06647569399289	-1.38071112772339
-0.513053595113504	8.86934804092567	-0.0869167696489366
-0.541375776636541	9.30376533676188	0.710680831392191
-0.697656494648155	10.0819448715163	1.66440202565223
-0.591785843821398	10.89056524963	2.79673300637268
-1.21841753254214	12.1286612205816	2.62914529811155
-1.09488968104772	12.8363012134856	2.38047877632705
-1.09647015878291	13.9100857113193	2.04950238855153
-1.67622914503146	14.3460459858476	1.15805721862249
-1.52322613814542	15.0546492269682	0.448975661160916
-2.14050329162582	15.5748939247567	-0.0840390888015951
-3.10029430763264	16.0168795616482	-0.743596245146749
-3.78504672614677	16.3873628240321	-1.70818771947104
-4.2391894523581	15.8205106220441	-2.55672651800719
-5.27908895462203	14.9726627059887	-2.17860646894973
-5.43403938529283	13.7372457072403	-2.35084343021921
-5.24091610949104	13.0883678046331	-2.99051168947265
-4.20527660286075	12.2014865199735	-3.35688514688757
-3.20874060136291	11.6612236038439	-3.15353011491608
-1.9992277506858	12.3680829399382	-3.0615176360467
-0.726793036623482	12.5717702815696	-3.51237123453832
0.349595228823546	13.0160976809927	-3.32750008615947
1.31748361057551	13.1247091365537	-3.30587772766698
2.68169649589992	13.2472317534891	-3.38745324353912
3.87631718265207	13.0534662746844	-3.62772606775835
4.39187659605812	11.9525686797381	-3.22401059939541
4.77626754820799	11.436287840408	-2.23621857822613
4.44888757018268	10.3531447977609	-1.5321592997888
4.11148505185872	10.0477809597006	-0.567325515343975
3.68870300917794	8.72462651608855	-0.397832804113353
2.97252036516012	7.93806184518183	0.102975527913069
2.79593108195287	7.14306916102799	0.930254280968037
1.90442523822347	6.13586191915332	1.40214843520743
0.990844845315852	5.49337852668018	1.43617227701724
-0.105918349447987	5.02269636017375	0.866217954367378
-1.08067614207809	4.412735181217	0.822064532829726
-2.06554077029811	4.13218931167716	0.0537076466765512
-2.3879264836737	3.68566902656896	-1.10381031701605
-3.41519606147233	3.21646811789666	-1.94327238184326
-4.09758655440931	2.69950227173825	-2.51370699427882
-5.4505456986692	2.38759320118836	-3.17894393410859
-6.19526530306339	1.59645372335546	-3.65657140907568
-6.64727380455593	0.29123790551752	-3.64217861808048
-6.75657558600417	-0.597836493297513	-3.6943363905578
-6.7449765205993	-1.41122471219476	-2.77303659524242
-5.92201792892746	-2.43283805897259	-2.35112933232529
-5.13241717830705	-3.29509246943334	-1.81213931690111
-4.96961054492532	-4.66040351424988	-1.20096108606022
-4.6573959404866	-5.46856064329024	-0.255418376571884
-4.62034371956598	-5.52635887410142	0.9002822061401
-5.2070724541572	-5.99376491132435	1.8375403083844
-6.01711561011313	-6.10096960063696	2.72765387741623
-7.17113031866458	-6.40646533563706	3.40203581776254
-8.02645668537118	-5.31814699186702	3.86124489325339
-8.90251696820102	-4.41009898812644	4.26068345943607
-9.38146186562439	-3.41167437251772	3.67027973115257
-10.0679712143596	-2.22392937829062	3.16819200549255
-10.4155429143762	-1.12562206925848	2.88287953436469
-10.1689031726383	-0.31261339245556	2.2829063089973
-9.52684642092316	0.462679078293239	1.63271092390458
-8.41287269586474	0.838833769880313	0.863595431021257
-7.38736784940674	1.02657755301929	0.629799187117624
-6.16162070591978	1.01398179821371	-0.0518390018405194
-5.07564290651946	0.281108488896986	-0.492635248242825
-4.1889840284174	-0.0748893788652087	-0.670712794349852
-3.17257059410456	-0.724207227027554	-1.323261017841
-2.89592517306943	-1.11421320932259	-2.40479275539951
-2.39133257893952	-1.44812874253861	-3.43679276958637
-2.71154079941672	-1.87331022505394	-4.73409184407074
-3.35691579139522	-2.31904639611958	-5.58955521797277
-3.91728550071085	-2.87353672465938	-6.48248965966985
-5.12449109699217	-3.24311935007073	-6.44617315168415
-6.23963822359101	-3.84050419018323	-5.99423965242349
-6.91999036509839	-4.49056023940929	-5.65538211107843
-7.95910039448287	-5.21292384551522	-4.98086733796282
-8.76783264460144	-5.09310406708488	-4.1354623001074
-9.19510080592882	-4.92422961707464	-3.10229529646895
-8.90514548589335	-4.17289071244707	-1.70182593316125
-8.27646728678679	-3.7408876154892	-0.640020723866964
-7.4953803046292	-3.21368178952928	0.182777933740583
-7.02357805304746	-2.84897754149314	1.08563317472982
-6.43755742869228	-2.95274028624597	2.43300087125623
